11595	Jared	Wiley	KC	t	{TE}	12	25	green	2026-05-09 19:06:14.224769+00
11593	Brevyn	Spann-Ford	DAL	t	{TE}	89	26	grey	2026-05-09 19:06:14.224769+00
1723	Sean	Baker		f	{DB}	40	29		2026-05-09 19:06:14.224769+00
4005	Rick	Dennison		f	{}	0	0		2026-05-09 19:06:14.224769+00
13823	Kapena	Gushiken	PHI	t	{DB}	34	0		2026-05-09 19:06:14.224769+00
3110	John	Harbaugh		f	{}	0	0		2026-05-09 19:06:14.224769+00
5620	Elijaah	Goins		t	{DB}	0	0		2026-05-09 19:06:14.224769+00
4553	Dieugot	Joseph		f	{OL}	67	27		2026-05-09 19:06:14.224769+00
7044	Julian	Blackmon	NO	t	{DB}	23	27		2026-05-09 19:06:14.224769+00
12414	Ryan	Johnson		t	{OL}	0	24		2026-05-09 19:06:14.224769+00
13632	Devonte	Ross	LAC	t	{WR}	0	0		2026-05-09 19:06:14.224769+00
5651	Toby	Weathersby		t	{OL}	74	25		2026-05-09 19:06:14.224769+00
7535	Hunter	Long	JAX	t	{TE}	84	27	green	2026-05-09 19:06:14.224769+00
11870	Jeremiah	Jean-Baptiste		t	{LB}	51	23		2026-05-09 19:06:14.224769+00
2181	James	Stone		f	{OL}	74	28		2026-05-09 19:06:14.224769+00
11687	Edgerrin	Cooper	GB	t	{LB}	56	24		2026-05-09 19:06:14.224769+00
13222	Montana	Lemonious-Craig		t	{WR}	0	23		2026-05-09 19:06:14.224769+00
3589	Chris	Milton	MIA	t	{DB}	35	29		2026-05-09 19:06:14.224769+00
1529	J.C.	Tretter	CLE	t	{OL}	64	31		2026-05-09 19:06:14.224769+00
12307	Quentin	Bivens		t	{DL}	0	0		2026-05-09 19:06:14.224769+00
140	Erin	Henderson		f	{LB}	58	34		2026-05-09 19:06:14.224769+00
7904	Stevie	Scott		t	{RB}	49	23		2026-05-09 19:06:14.224769+00
3217	Jihad	Ward		t	{DL,LB}	53	31		2026-05-09 19:06:14.224769+00
8064	Max	Roberts		t	{LB}	0	0		2026-05-09 19:06:14.224769+00
5891	Yodny	Cajuste		t	{OL}	63	30		2026-05-09 19:06:14.224769+00
3176	Reggie	Ragland		t	{LB}	19	29		2026-05-09 19:06:14.224769+00
2698	Abou	Toure		f	{RB}	38	27		2026-05-09 19:06:14.224769+00
11980	Ja'Mion	Franklin		t	{DL}	0	25		2026-05-09 19:06:14.224769+00
2191	Marcus	Lucas		t	{WR}	80	29		2026-05-09 19:06:14.224769+00
3426	Ken	Crawley		t	{DB}	25	29		2026-05-09 19:06:14.224769+00
7751	Dax	Milne		t	{WR}	12	25		2026-05-09 19:06:14.224769+00
3096	Mike	Shula		f	{}	0	0		2026-05-09 19:06:14.224769+00
3697	Kyle	Rose		f	{DL}	63	25		2026-05-09 19:06:14.224769+00
5673	Davin	Bellamy		t	{LB}	0	27		2026-05-09 19:06:14.224769+00
4047	Jacob	Lindsey		t	{LB}	48	28		2026-05-09 19:06:14.224769+00
7351	Kirk	Merritt		t	{WR}	33	26		2026-05-09 19:06:14.224769+00
412	Jason	Peters		t	{OL}	73	43		2026-05-09 19:06:14.224769+00
8210	Chig	Okonkwo	WAS	t	{TE}	85	26		2026-05-09 19:06:14.224769+00
7429	Marcus	Webb		t	{DL}	0	27		2026-05-09 19:06:14.224769+00
1985	Marcel	Jensen		f	{TE}	83	30		2026-05-09 19:06:14.224769+00
2137	John	Fullington		f	{OL}	77	30		2026-05-09 19:06:14.224769+00
8705	Landon	Lenoir		t	{WR}	0	24		2026-05-09 19:06:14.224769+00
610	Sean	Weatherspoon		f	{LB}	56	32		2026-05-09 19:06:14.224769+00
3786	George	Fant		t	{OL,OT}	77	33		2026-05-09 19:06:14.224769+00
6323	Andrew	Beck	NYJ	t	{RB}	47	29		2026-05-09 19:06:14.224769+00
2894	Josh	Watson		t	{LB}	94	26		2026-05-09 19:06:14.224769+00
3279	Juston	Burris		t	{DB}	31	29		2026-05-09 19:06:14.224769+00
7405	Michael	Jacquet		t	{DB}	39	26		2026-05-09 19:06:14.224769+00
11570	Rasheen	Ali	BAL	t	{RB}	26	25	green	2026-05-09 19:06:14.224769+00
4167	Zach	Banner	PIT	t	{OL,OT}	72	28		2026-05-09 19:06:14.224769+00
13102	Brent	Matiscik		t	{LS}	0	0		2026-05-09 19:06:14.224769+00
12896	Simeon	Barrow		t	{DL}	89	23		2026-05-09 19:06:14.224769+00
12435	Geor'Quarius	Spivey		t	{TE}	45	25		2026-05-09 19:06:14.224769+00
11659	Graham	Barton	TB	t	{OL}	62	23		2026-05-09 19:06:14.224769+00
8055	Brian	Johnson		t	{K}	16	23		2026-05-09 19:06:14.224769+00
4172	Ben	Gedeon		t	{LB}	42	27		2026-05-09 19:06:14.224769+00
8000	Zayne	Anderson	MIA	t	{DB,LB}	23	29		2026-05-09 19:06:14.224769+00
7303	Bryan	Wright		t	{LB}	0	26		2026-05-09 19:06:14.224769+00
420	Marquand	Manuel		f	{DB}	40	40		2026-05-09 19:06:14.224769+00
8025	Adam	Prentice	DEN	t	{RB}	46	29		2026-05-09 19:06:14.224769+00
12508	Jaxson	Dart	NYG	t	{QB}	6	22	purple	2026-05-09 19:06:14.224769+00
6330	Santos	Ramirez		t	{DB}	0	25		2026-05-09 19:06:14.224769+00
5488	Joel	Lanning		t	{LB}	43	27		2026-05-09 19:06:14.224769+00
7996	Dillon	Stoner		t	{WR}	16	25		2026-05-09 19:06:14.224769+00
4465	Donavin	Newsom		t	{LB}	0	28		2026-05-09 19:06:14.224769+00
13194	Key'Shawn	Smith		t	{WR}	0	0		2026-05-09 19:06:14.224769+00
2601	Andre	Davis		f	{WR}	14	25		2026-05-09 19:06:14.224769+00
3272	Miles	Killebrew	TB	t	{DB,LB}	28	32		2026-05-09 19:06:14.224769+00
7981	Zac	Dawe		t	{DL}	0	26		2026-05-09 19:06:14.224769+00
4151	Jake	Butt		t	{TE}	0	26		2026-05-09 19:06:14.224769+00
7312	Madre	Harper		t	{DB}	38	25		2026-05-09 19:06:14.224769+00
7068	Francis	Bernard		t	{LB}	53	27		2026-05-09 19:06:14.224769+00
7656	Jackson	Carman		t	{OG}	76	25		2026-05-09 19:06:14.224769+00
5509	Kyle	Bosch		t	{OL}	61	27		2026-05-09 19:06:14.224769+00
11787	Kamal	Hadden	GB	t	{DB}	36	25		2026-05-09 19:06:14.224769+00
5096	Ray-Ray	McCloud		t	{WR}	88	29	grey	2026-05-09 19:06:14.224769+00
3376	Ted	Karras	CIN	t	{OL}	64	33		2026-05-09 19:06:14.224769+00
516	Aaron	Hernandez		f	{TE}	81	29		2026-05-09 19:06:14.224769+00
6054	Derrick	Baity		t	{DB}	30	25		2026-05-09 19:06:14.224769+00
3920	Harvey	Binford		t	{WR}	2	30		2026-05-09 19:06:14.224769+00
1845	Deontae	Skinner		f	{LB}	46	31		2026-05-09 19:06:14.224769+00
5679	Ryan	Carter		t	{DB}	46	27		2026-05-09 19:06:14.224769+00
8706	Kehinde	Oginni		t	{TE}	72	25		2026-05-09 19:06:14.224769+00
1635	Timothy	Wright		f	{TE}	81	30		2026-05-09 19:06:14.224769+00
13862	Treyvhon	Saunders	HOU	t	{WR}	14	0		2026-05-09 19:06:14.224769+00
4662	Dillon	DeBoer		t	{OL}	60	27		2026-05-09 19:06:14.224769+00
8929	Nate	Wieland		t	{LB}	0	24		2026-05-09 19:06:14.224769+00
5173	Dalton	Keene		t	{DL}	0	31		2026-05-09 19:06:14.224769+00
12595	Trey	Amos	WAS	t	{DB}	23	24		2026-05-09 19:06:14.224769+00
5018	Will	Hernandez		t	{OG,OL}	76	30		2026-05-09 19:06:14.224769+00
6795	Ross	Blacklock		t	{DL}	66	26		2026-05-09 19:06:14.224769+00
3114	Dean	Spanos		f	{}	0	0		2026-05-09 19:06:14.224769+00
873	Rahim	Moore		f	{DB}	20	30		2026-05-09 19:06:14.224769+00
12472	Raheim	Sanders	CLE	t	{RB}	35	23	green	2026-05-09 19:06:14.224769+00
8307	Neil	Farrell		t	{DL}	97	26		2026-05-09 19:06:14.224769+00
4160	Josh	Malone		t	{WR}	80	26		2026-05-09 19:06:14.224769+00
12361	Aeneas	Dennis		t	{QB}	0	0		2026-05-09 19:06:14.224769+00
297	Eddie	Royal		f	{WR}	19	34		2026-05-09 19:06:14.224769+00
2011	Juwan	Thompson		f	{RB}	40	28		2026-05-09 19:06:14.224769+00
4660	Sean	Culkin		t	{TE}	84	28		2026-05-09 19:06:14.224769+00
7024	James	Smith-Williams		t	{DL}	50	27		2026-05-09 19:06:14.224769+00
12769	Clay	Webb		t	{OL}	60	26		2026-05-09 19:06:14.224769+00
13708	Kobe	Prentice	CAR	t	{WR}	39	0		2026-05-09 19:06:14.224769+00
4234	Noah	Brown		t	{WR}	85	30	green	2026-05-09 19:06:14.224769+00
1512	Marquess	Wilson		f	{WR}	10	28		2026-05-09 19:06:14.224769+00
13248	Christian	Johnstone		t	{LS}	0	0		2026-05-09 19:06:14.224769+00
12827	Myles	Purchase		t	{DB}	15	23		2026-05-09 19:06:14.224769+00
7259	Bobby	Price		t	{DB}	37	27		2026-05-09 19:06:14.224769+00
5860	Johnathan	Abram		t	{DB}	24	27		2026-05-09 19:06:14.224769+00
8842	Malkelm	Morrison		t	{DB}	0	0		2026-05-09 19:06:14.224769+00
3802	Chris	Hubert		f	{WR}	81	28		2026-05-09 19:06:14.224769+00
4409	Josiah	Price		t	{TE}	0	28		2026-05-09 19:06:14.224769+00
2599	Bronson	Hill		f	{RB}	36	29		2026-05-09 19:06:14.224769+00
12869	Hollin	Pierce	PHI	t	{OT}	63	25		2026-05-09 19:06:14.224769+00
1912	Terrance	West		f	{RB}	38	29		2026-05-09 19:06:14.224769+00
3970	John	Fox		f	{}	0	0		2026-05-09 19:06:14.224769+00
3865	Chris	Edwards		t	{DB}	38	29		2026-05-09 19:06:14.224769+00
4195	Jake	Elliott	PHI	t	{K}	4	31		2026-05-09 19:06:14.224769+00
3337	Tyrone	Holmes		f	{DL,LB}	50	28		2026-05-09 19:06:14.224769+00
11338	Cory	Durden	NE	t	{DL}	94	27		2026-05-09 19:06:14.224769+00
3683	Don	Cherry		t	{LB}	48	27		2026-05-09 19:06:14.224769+00
8266	Quay	Walker	LV	t	{LB}	7	26		2026-05-09 19:06:14.224769+00
4827	Germone	Hopper		t	{WR}	16	28		2026-05-09 19:06:14.224769+00
12775	Max	Brosmer	MIN	t	{QB}	12	25	grey	2026-05-09 19:06:14.224769+00
4782	Jake	Simonich		t	{OL}	79	28		2026-05-09 19:06:14.224769+00
4485	William	Stanback		t	{RB}	40	27		2026-05-09 19:06:14.224769+00
13741	Melvin	Priestly	DET	t	{OL}	0	0		2026-05-09 19:06:14.224769+00
5229	Henre'	Toliver		t	{DB}	38	25		2026-05-09 19:06:14.224769+00
3753	Jordan	Swindle		f	{OL}	70	24		2026-05-09 19:06:14.224769+00
7388	Jared	Hilbers		t	{OL}	79	24		2026-05-09 19:06:14.224769+00
7995	Max	Richardson		t	{LB}	0	23		2026-05-09 19:06:14.224769+00
6682	Kareem	Orr	LAR	t	{DB}	35	25		2026-05-09 19:06:14.224769+00
11437	Marcus	Haynes		t	{LB}	96	27		2026-05-09 19:06:14.224769+00
54	Tyvon	Branch		f	{DB}	27	33		2026-05-09 19:06:14.224769+00
4951	DJ	Chark		t	{WR}	16	28		2026-05-09 19:06:14.224769+00
11052	Jaylon	Jones	IND	t	{DB}	40	24		2026-05-09 19:06:14.224769+00
11020	Eric	Scott		t	{DB}	45	27		2026-05-09 19:06:14.224769+00
3520	Jay	Lee		t	{WR}	0	31		2026-05-09 19:06:14.224769+00
5512	Brendan	Mahon		f	{OL}	63	26		2026-05-09 19:06:14.224769+00
1286	Antonio	Allen		f	{DB}	39	30		2026-05-09 19:06:14.224769+00
7601	Rondale	Moore		t	{WR}	4	25		2026-05-09 19:06:14.224769+00
6425	Justice	Powers		t	{OL}	0	25		2026-05-09 19:06:14.224769+00
3398	Kenny	Lawler		t	{WR}	11	27		2026-05-09 19:06:14.224769+00
11641	Lwal 	Uguak		f	{DL}	0	25		2026-05-09 19:06:14.224769+00
8724	Devin	Hafford		t	{DB}	0	24		2026-05-09 19:06:14.224769+00
6784	Derrick	Brown	CAR	t	{DL}	95	28		2026-05-09 19:06:14.224769+00
7834	Jaylon	Moore	KC	t	{OL,OT}	77	28		2026-05-09 19:06:14.224769+00
7767	Kary	Vincent		t	{DB}	35	23		2026-05-09 19:06:14.224769+00
4635	Justin	Davis		f	{RB}	39	26		2026-05-09 19:06:14.224769+00
3355	Cody	Core		t	{WR}	89	28		2026-05-09 19:06:14.224769+00
8229	Isaiah	Weston		t	{WR}	81	25		2026-05-09 19:06:14.224769+00
6302	Kaden	Elliss	NO	t	{LB}	55	30		2026-05-09 19:06:14.224769+00
1397	Brandon	Bogotay		f	{K}	2	28		2026-05-09 19:06:14.224769+00
4921	Joe	Fortunato		t	{LS}	48	29		2026-05-09 19:06:14.224769+00
11765	Kris	Abrams-Draine	DEN	t	{DB}	31	24		2026-05-09 19:06:14.224769+00
3996	Matt	Burke		f	{}	0	0		2026-05-09 19:06:14.224769+00
4083	Sidney	Jones		t	{DB}	24	28		2026-05-09 19:06:14.224769+00
7582	Jhamon	Ausbon		t	{WR}	48	22		2026-05-09 19:06:14.224769+00
6032	Keelan	Doss		t	{WR}	10	28		2026-05-09 19:06:14.224769+00
7003	Damien	Lewis	CAR	t	{OL}	68	29		2026-05-09 19:06:14.224769+00
1458	Quanterus	Smith		f	{DL}	79	28		2026-05-09 19:06:14.224769+00
8938	Nathan	Rourke		t	{QB}	16	26		2026-05-09 19:06:14.224769+00
6889	Colton	McKivitz	SF	t	{OL}	68	29		2026-05-09 19:06:14.224769+00
5793	Davond	Dade		t	{DL}	46	0		2026-05-09 19:06:14.224769+00
5012	Mark	Andrews	BAL	t	{TE}	89	30	purple	2026-05-09 19:06:14.224769+00
12334	AJ	Forbes		t	{OL}	0	0		2026-05-09 19:06:14.224769+00
2217	Robert	Herron		f	{WR}	0	25		2026-05-09 19:06:14.224769+00
12886	Jeremiah	Byers	CLE	t	{OL}	63	25		2026-05-09 19:06:14.224769+00
2116	Brock	Vereen		f	{DB}	43	28		2026-05-09 19:06:14.224769+00
13368	Jermod	McCoy	LV	t	{DB}	28	20		2026-05-09 19:06:14.224769+00
7903	Briley	Moore		t	{TE}	82	24		2026-05-09 19:06:14.224769+00
13876	Duce	Chestnut	SF	t	{DB}	0	23		2026-05-09 19:06:14.224769+00
4150	Wayne	Gallman		t	{RB}	29	28		2026-05-09 19:06:14.224769+00
2941	Milton	Williams		f	{WR}	0	30		2026-05-09 19:06:14.224769+00
687	Ashlee	Palmer		f	{LB}	58	31		2026-05-09 19:06:14.224769+00
11147	Tyon	Davis		t	{DB}	20	24		2026-05-09 19:06:14.224769+00
606	Joe	Webb		t	{QB}	0	35		2026-05-09 19:06:14.224769+00
3923	Franky	Okafor		f	{WR}	17	25		2026-05-09 19:06:14.224769+00
3086	Tom	Coughlin		f	{}	0	0		2026-05-09 19:06:14.224769+00
5541	Alex	Light		t	{OL}	64	25		2026-05-09 19:06:14.224769+00
2838	Trevor	Harman		t	{WR}	0	33		2026-05-09 19:06:14.224769+00
1112	Matt	Overton		t	{LS}	49	39		2026-05-09 19:06:14.224769+00
5340	Andre	Smith		t	{LB}	23	27		2026-05-09 19:06:14.224769+00
7745	Marcus	Murphy		t	{DB}	38	0		2026-05-09 19:06:14.224769+00
4861	Kent	Taylor		t	{TE}	0	28		2026-05-09 19:06:14.224769+00
6155	Jaylen	Smith		t	{WR}	0	25		2026-05-09 19:06:14.224769+00
418	Louis	Delmas		f	{DB}	25	30		2026-05-09 19:06:14.224769+00
11031	Brandon	Hill	DEN	t	{DB}	37	25		2026-05-09 19:06:14.224769+00
1836	Cam	Fleming		t	{OL,OT}	71	32		2026-05-09 19:06:14.224769+00
7772	Phil	Hoskins		t	{DL}	96	27		2026-05-09 19:06:14.224769+00
347	Sebastian	Vollmer		f	{OL}	76	36		2026-05-09 19:06:14.224769+00
11700	Dru	Phillips	NYG	t	{DB}	22	24		2026-05-09 19:06:14.224769+00
8520	Daniel	Hardy	CHI	t	{LB}	92	27		2026-05-09 19:06:14.224769+00
12447	Keonte	Schad		t	{DL}	0	26		2026-05-09 19:06:14.224769+00
2754	Michael	Johnson		t	{WR}	0	33		2026-05-09 19:06:14.224769+00
12159	Hogan	Hatten	DET	t	{LS}	49	25		2026-05-09 19:06:14.224769+00
3378	Brandon	Doughty		f	{QB}	7	30		2026-05-09 19:06:14.224769+00
DEN	Denver	Broncos	DEN	t	{DEF}	0	0		2026-05-09 19:06:14.224769+00
4504	John	Robinson-Woodgett		t	{RB}	42	28		2026-05-09 19:06:14.224769+00
2958	Takoby	Cofield		f	{OL}	69	26		2026-05-09 19:06:14.224769+00
3420	Alonzo	Russell		f	{WR}	0	29		2026-05-09 19:06:14.224769+00
7273	Cordel	Iwuagwu		t	{OG,OL}	67	25		2026-05-09 19:06:14.224769+00
13350	Joe	Fagnano	BAL	t	{QB}	0	0		2026-05-09 19:06:14.224769+00
8913	Caeveon	Patton		t	{DL}	75	24		2026-05-09 19:06:14.224769+00
838	Phillip	Taylor		f	{DL}	99	33		2026-05-09 19:06:14.224769+00
3258	Nick	Vannett		t	{TE}	38	33		2026-05-09 19:06:14.224769+00
2258	Dontae	Johnson		t	{DB}	27	31		2026-05-09 19:06:14.224769+00
3624	Antonio	Glover		t	{DB}	0	31		2026-05-09 19:06:14.224769+00
391	Ryan	Succop		t	{K}	3	36		2026-05-09 19:06:14.224769+00
11967	Don	Chapman		t	{DB}	0	0		2026-05-09 19:06:14.224769+00
2025	Albert	Wilson		t	{WR}	12	30		2026-05-09 19:06:14.224769+00
1847	Jemea	Thomas		f	{DB}	35	27		2026-05-09 19:06:14.224769+00
11198	Quavian	White		t	{DB}	38	23		2026-05-09 19:06:14.224769+00
5182	Patrick	Morris		t	{OL}	0	26		2026-05-09 19:06:14.224769+00
8269	Jordan	Davis	PHI	t	{DL}	90	26		2026-05-09 19:06:14.224769+00
11041	Andre	Jones	BUF	t	{DL}	75	27		2026-05-09 19:06:14.224769+00
12807	Eddie	Czaplicki		t	{P}	0	0		2026-05-09 19:06:14.224769+00
7914	Jovan	Grant		t	{DB}	0	24		2026-05-09 19:06:14.224769+00
7853	Naquan	Jones	HOU	t	{DL}	91	28		2026-05-09 19:06:14.224769+00
8820	Troy	Hairston		t	{RB}	36	26		2026-05-09 19:06:14.224769+00
544	Kareem	Jackson		t	{DB}	27	36		2026-05-09 19:06:14.224769+00
3320	Halapoulivaati	Vaitai		t	{OL,OT}	72	30		2026-05-09 19:06:14.224769+00
11322	Jerome	Carvin	JAX	t	{OL}	79	25		2026-05-09 19:06:14.224769+00
4288	Chase	Roullier		t	{OL}	73	29		2026-05-09 19:06:14.224769+00
3047	Cyril	Lemon		f	{OL}	62	25		2026-05-09 19:06:14.224769+00
267	Zach	Strief		f	{OL}	64	36		2026-05-09 19:06:14.224769+00
6349	Jayson	Stanley		t	{DB}	0	25		2026-05-09 19:06:14.224769+00
4873	Kris	Richard		f	{}	0	0		2026-05-09 19:06:14.224769+00
5544	Marcus	Porter		t	{LB}	59	25		2026-05-09 19:06:14.224769+00
13013	Mark	Redman	LAR	t	{TE}	83	24		2026-05-09 19:06:14.224769+00
2974	De'Ante	Saunders		f	{DB}	40	27		2026-05-09 19:06:14.224769+00
8072	Willie	Yarbary		t	{DL}	0	25		2026-05-09 19:06:14.224769+00
6033	Isaiah	Buggs		t	{DL}	96	27		2026-05-09 19:06:14.224769+00
12968	Jack	Conley	CLE	t	{OL}	67	24		2026-05-09 19:06:14.224769+00
5524	Duplicate	Player	ARI	f	{}	0	0		2026-05-09 19:06:14.224769+00
4343	Kenny	Allen		t	{P}	3	27		2026-05-09 19:06:14.224769+00
2750	DeAndre	Carter		t	{WR}	2	32	grey	2026-05-09 19:06:14.224769+00
6264	Jay	Hayes		t	{DL}	0	0		2026-05-09 19:06:14.224769+00
11200	Marvin	Pierre		t	{LB}	54	24		2026-05-09 19:06:14.224769+00
8371	Chad	Muma	NE	t	{LB}	49	26		2026-05-09 19:06:14.224769+00
4295	Wil	Freeman		t	{OL}	79	27		2026-05-09 19:06:14.224769+00
2013	Lou	Young		f	{DB}	32	30		2026-05-09 19:06:14.224769+00
3268	Eric	Murray	JAX	t	{DB}	29	32		2026-05-09 19:06:14.224769+00
3762	Brandon	Shippen		t	{WR}	12	27		2026-05-09 19:06:14.224769+00
13466	Keyron	Crawford	LV	t	{DL}	42	22		2026-05-09 19:06:14.224769+00
13337	Emmett	Johnson	KC	t	{RB}	10	22	blue	2026-05-09 19:06:14.224769+00
859	Ben	Ijalana		f	{OL}	66	31		2026-05-09 19:06:14.224769+00
6913	Joe	Reed		t	{WR}	80	25		2026-05-09 19:06:14.224769+00
6462	Ellis	Richardson		t	{TE}	45	26		2026-05-09 19:06:14.224769+00
1195	Doug	Martin		f	{RB}	22	32		2026-05-09 19:06:14.224769+00
1979	Blake	Bortles	NO	t	{QB}	6	29		2026-05-09 19:06:14.224769+00
2701	AJ	Cruz		f	{WR}	81	27		2026-05-09 19:06:14.224769+00
12386	Christian	Duffie		t	{OT}	0	24		2026-05-09 19:06:14.224769+00
11167	Alex	Ward	LV	t	{LS}	47	27		2026-05-09 19:06:14.224769+00
567	Jacoby	Ford		f	{WR}	19	30		2026-05-09 19:06:14.224769+00
8858	Keshunn	Abram		t	{WR}	0	23		2026-05-09 19:06:14.224769+00
6158	Oli	Udoh	ARI	t	{OL,OT}	68	29		2026-05-09 19:06:14.224769+00
2716	SaQwan	Edwards		f	{DB}	30	28		2026-05-09 19:06:14.224769+00
8338	Myron	Tagovailoa-Amosa		t	{DL}	69	23		2026-05-09 19:06:14.224769+00
2840	Kenneth	Penny		t	{DB}	0	33		2026-05-09 19:06:14.224769+00
3336	Moritz	Bohringer		t	{TE}	49	28		2026-05-09 19:06:14.224769+00
12885	Dontae	Manning	CHI	t	{DB}	27	24		2026-05-09 19:06:14.224769+00
13685	Jake	Retzlaff	SEA	t	{QB}	0	0		2026-05-09 19:06:14.224769+00
4320	James	Quick		t	{WR}	17	27		2026-05-09 19:06:14.224769+00
4764	Marty	Hurney		f	{}	0	0		2026-05-09 19:06:14.224769+00
7684	Jalen	Mayfield		t	{OL,OT}	62	24		2026-05-09 19:06:14.224769+00
820	Chykie	Brown		f	{DB}	23	32		2026-05-09 19:06:14.224769+00
1928	Antonio	Andrews		f	{RB}	26	28		2026-05-09 19:06:14.224769+00
497	Brett	Kern		t	{P}	13	37		2026-05-09 19:06:14.224769+00
3667	Sharrod	Neasman		t	{DB}	41	30		2026-05-09 19:06:14.224769+00
1809	Ross	Cockrell		t	{DB}	43	31		2026-05-09 19:06:14.224769+00
2994	Steven	Clark		f	{P}	2	26		2026-05-09 19:06:14.224769+00
6695	Alex	Brown		t	{DB}	27	25		2026-05-09 19:06:14.224769+00
1182	Josh	Norman		t	{DB}	29	36		2026-05-09 19:06:14.224769+00
7897	Roland	Rivers		t	{QB}	0	0		2026-05-09 19:06:14.224769+00
2159	Kendall	James		f	{DB}	36	27		2026-05-09 19:06:14.224769+00
13367	Colton	Hood	NYG	t	{DB}	12	21		2026-05-09 19:06:14.224769+00
5438	Najee	Toran		t	{OL}	0	26		2026-05-09 19:06:14.224769+00
12341	Markese	Stepp		t	{RB}	0	24		2026-05-09 19:06:14.224769+00
12852	Monaray	Baldwin		t	{WR}	0	23		2026-05-09 19:06:14.224769+00
67	Pat	Sims		f	{DL}	92	34		2026-05-09 19:06:14.224769+00
1713	Colton	Schmidt		f	{P}	6	31		2026-05-09 19:06:14.224769+00
5930	Jaquan	Johnson		t	{DB}	34	28		2026-05-09 19:06:14.224769+00
11580	Dillon	Johnson		t	{RB}	0	23	grey	2026-05-09 19:06:14.224769+00
13730	Diego	Pounds	BAL	t	{OT}	0	0		2026-05-09 19:06:14.224769+00
6233	Matt	Sokol		t	{TE}	87	30		2026-05-09 19:06:14.224769+00
6226	Rashard	Causey		t	{DB}	1	25		2026-05-09 19:06:14.224769+00
931	Brandian	Ross		f	{DB}	27	30		2026-05-09 19:06:14.224769+00
2950	Jack	Tabb		f	{TE}	80	25		2026-05-09 19:06:14.224769+00
8433	Cade	Brewer		t	{TE}	0	24		2026-05-09 19:06:14.224769+00
2575	Taiwan	Jones		f	{LB}	49	26		2026-05-09 19:06:14.224769+00
6718	Jordan	McCray		t	{OL}	60	29		2026-05-09 19:06:14.224769+00
94	Kyle	Williams		f	{DL}	0	38		2026-05-09 19:06:14.224769+00
7603	Shi	Smith		t	{WR}	80	25		2026-05-09 19:06:14.224769+00
5421	B.J.	Clay		t	{DB}	38	26		2026-05-09 19:06:14.224769+00
3750	Brian	Randolph		f	{DB}	43	26		2026-05-09 19:06:14.224769+00
2110	Christian	Jones		t	{LB}	48	31		2026-05-09 19:06:14.224769+00
